subset,rows,cluster_count,largest_cluster_share,cluster_size_entropy,ari,ami,nmi,homogeneity,completeness,v_measure,pairwise_precision,pairwise_recall,pairwise_f1,pairwise_total_pairs,pairwise_model_positive_pairs,pairwise_label_positive_pairs,pairwise_true_positive,pairwise_false_positive,pairwise_false_negative,pairwise_true_negative
excluding_other,5509,12,0.204574332909784,3.306982471942963,0.19667260190427993,0.30385474060613765,0.310894751776334,0.2727687545925535,0.3614105766054258,0.310894751776334,0.2297050701876919,0.37402675757357035,0.28461591272768244,15171786,1759639,1080666,404198,1355441,676468,12735679
