subset,rows,cluster_count,largest_cluster_share,cluster_size_entropy,ari,ami,nmi,homogeneity,completeness,v_measure,pairwise_precision,pairwise_recall,pairwise_f1,pairwise_total_pairs,pairwise_model_positive_pairs,pairwise_label_positive_pairs,pairwise_true_positive,pairwise_false_positive,pairwise_false_negative,pairwise_true_negative
multi_label,588,12,0.20748299319727892,3.247994515964485,0.0554115294466124,0.14890383551126013,0.21779214232671762,0.19315086803475137,0.24964003774031257,0.2177921423267176,0.38796493721866854,0.2296387704734126,0.28850795440531346,172578,21105,35656,8188,12917,27468,124005
