cluster_final,tag,count,share_of_cluster,cluster_size
3,family_relationships,10,0.02188183807439825,457
3,health_medicine,9,0.019693654266958426,457
3,education_children,6,0.01312910284463895,457
3,religion_holidays,6,0.01312910284463895,457
3,consumer_services,5,0.010940919037199124,457
3,sport,4,0.0087527352297593,457
3,food_diet,3,0.006564551422319475,457
3,army_police,3,0.006564551422319475,457
3,cities_places,2,0.00437636761487965,457
3,literature_folklore_characters,1,0.002188183807439825,457
3,animals,1,0.002188183807439825,457
3,law_crime,1,0.002188183807439825,457
3,science_space,1,0.002188183807439825,457
3,ethnic_regional,1,0.002188183807439825,457
4,transport,106,0.29362880886426596,361
4,consumer_services,68,0.1883656509695291,361
4,cities_places,25,0.06925207756232687,361
4,it_internet,23,0.06371191135734072,361
4,law_crime,20,0.055401662049861494,361
4,science_space,20,0.055401662049861494,361
4,politics_power,19,0.05263157894736842,361
4,everyday_life,18,0.04986149584487535,361
4,finance_economy,15,0.04155124653739612,361
4,sex_gender,14,0.038781163434903045,361
4,work_professions,13,0.036011080332409975,361
4,literature_folklore_characters,11,0.030470914127423823,361
4,absurd_philosophy,10,0.027700831024930747,361
4,education_children,9,0.024930747922437674,361
4,army_police,9,0.024930747922437674,361
4,covid_pandemic,8,0.0221606648199446,361
4,media_popculture,5,0.013850415512465374,361
4,alcohol_smoking_drugs,5,0.013850415512465374,361
4,religion_holidays,4,0.0110803324099723,361
4,textual_forms,4,0.0110803324099723,361
4,sport,4,0.0110803324099723,361
4,family_relationships,2,0.00554016620498615,361
4,health_medicine,1,0.002770083102493075,361
4,animals,1,0.002770083102493075,361
5,education_children,273,0.853125,320
5,politics_power,9,0.028125,320
5,family_relationships,9,0.028125,320
5,literature_folklore_characters,7,0.021875,320
5,transport,5,0.015625,320
5,textual_forms,5,0.015625,320
5,it_internet,5,0.015625,320
5,cities_places,5,0.015625,320
5,alcohol_smoking_drugs,4,0.0125,320
5,animals,4,0.0125,320
5,sex_gender,3,0.009375,320
5,work_professions,2,0.00625,320
5,media_popculture,2,0.00625,320
5,everyday_life,2,0.00625,320
5,absurd_philosophy,2,0.00625,320
5,health_medicine,2,0.00625,320
5,religion_holidays,2,0.00625,320
5,sport,2,0.00625,320
5,law_crime,1,0.003125,320
5,finance_economy,1,0.003125,320
6,health_medicine,159,0.6437246963562753,247
6,sex_gender,23,0.0931174089068826,247
6,alcohol_smoking_drugs,11,0.044534412955465584,247
6,education_children,9,0.03643724696356275,247
6,work_professions,8,0.032388663967611336,247
6,covid_pandemic,8,0.032388663967611336,247
6,family_relationships,7,0.02834008097165992,247
6,literature_folklore_characters,5,0.020242914979757085,247
6,everyday_life,5,0.020242914979757085,247
6,absurd_philosophy,5,0.020242914979757085,247
6,food_diet,4,0.016194331983805668,247
6,cities_places,4,0.016194331983805668,247
6,consumer_services,4,0.016194331983805668,247
6,politics_power,3,0.012145748987854251,247
6,ethnic_regional,3,0.012145748987854251,247
6,textual_forms,2,0.008097165991902834,247
6,law_crime,2,0.008097165991902834,247
6,sport,2,0.008097165991902834,247
6,army_police,2,0.008097165991902834,247
6,finance_economy,2,0.008097165991902834,247
6,religion_holidays,1,0.004048582995951417,247
6,animals,1,0.004048582995951417,247
6,science_space,1,0.004048582995951417,247
6,it_internet,1,0.004048582995951417,247
6,media_popculture,1,0.004048582995951417,247
7,literature_folklore_characters,147,0.6099585062240664,241
7,everyday_life,16,0.06639004149377593,241
7,sex_gender,13,0.05394190871369295,241
7,animals,11,0.04564315352697095,241
7,politics_power,10,0.04149377593360996,241
7,work_professions,9,0.03734439834024896,241
