subset,rows,cluster_count,largest_cluster_share,cluster_size_entropy,ari,ami,nmi,homogeneity,completeness,v_measure,pairwise_precision,pairwise_recall,pairwise_f1,pairwise_total_pairs,pairwise_model_positive_pairs,pairwise_label_positive_pairs,pairwise_true_positive,pairwise_false_positive,pairwise_false_negative,pairwise_true_negative
single_clear_label,4921,12,0.2042267831741516,3.309979459673075,0.22198391646328255,0.3303037223233825,0.3379608488103374,0.2978581450331668,0.3905422559848283,0.3379608488103374,0.216272938477721,0.41263593611224425,0.28379941842189466,12105660,1398469,732973,302451,1096018,430522,10276669
