year,month,archive_url,candidate_count_total_month,candidate_count_tagged_month,selected_count
2024,10,https://www.anekdot.ru/an/an2410/j2410;100.html,100,6,6
2024,11,https://www.anekdot.ru/an/an2411/j2411;100.html,19,1,1
2024,12,https://www.anekdot.ru/an/an2412/j2412;100.html,100,9,9
2025,1,https://www.anekdot.ru/an/an2501/j2501;100.html,100,16,16
2025,2,https://www.anekdot.ru/an/an2502/j2502;100.html,100,20,20
2025,3,https://www.anekdot.ru/an/an2503/j2503;100.html,100,7,7
2025,4,https://www.anekdot.ru/an/an2504/j2504;100.html,100,7,7
2025,5,https://www.anekdot.ru/an/an2505/j2505;100.html,100,11,11
2025,6,https://www.anekdot.ru/an/an2506/j2506;100.html,100,11,11
2025,7,https://www.anekdot.ru/an/an2507/j2507;100.html,100,8,8
2025,8,https://www.anekdot.ru/an/an2508/j2508;100.html,17,2,2
2025,9,https://www.anekdot.ru/an/an2509/j2509;100.html,100,3,3
2025,10,https://www.anekdot.ru/an/an2510/j2510;100.html,100,7,7
2025,11,https://www.anekdot.ru/an/an2511/j2511;100.html,100,3,3
2025,12,https://www.anekdot.ru/an/an2512/j2512;100.html,100,7,7
2026,1,https://www.anekdot.ru/an/an2601/j2601;100.html,100,8,8
2026,2,https://www.anekdot.ru/an/an2602/j2602;100.html,100,6,6
2026,3,https://www.anekdot.ru/an/an2603/j2603;100.html,100,2,2
