feature_set,method,metric,params,k,resolution,seed,rows,cluster_count,largest_cluster_share,noise_share,ari_all,ami_all,v_measure_all,ari_excluding_other,ami_excluding_other,v_measure_excluding_other,ari_single_clear,ami_single_clear,v_measure_single_clear,pairwise_f1_all,pairwise_precision_all,pairwise_recall_all,balanced_score,n_clusters,error
hybrid_dense_lexical_dw0.75_lw0.25,agglomerative,cosine,n_clusters=10;linkage=average,,,,5509.0,10.0,0.31403158467961517,0.0,0.08988592834307206,0.20524664312048244,0.2123420163626909,0.08988592834307206,0.20524664312048244,0.2123420163626909,0.08988592834307206,0.20524664312048244,0.2123420163626909,0.19347153216891555,0.13257595366994981,0.35783396535099654,0.15979491765147394,,
dense_bge_pca,agglomerative,cosine,n_clusters=12;linkage=average,,,,5509.0,12.0,0.31911417680159737,0.0,0.09340001867810611,0.20115700655569127,0.2096281601330332,0.09340001867810611,0.20115700655569127,0.2096281601330332,0.09340001867810611,0.20115700655569127,0.2096281601330332,0.19489838813845217,0.13622402278697085,0.34235924883358965,0.15963812457551882,,
dense_bge_pca,agglomerative,cosine,n_clusters=10;linkage=average,,,,5509.0,10.0,0.31911417680159737,0.0,0.09022922942699746,0.19865531383389087,0.2058056815577547,0.09022922942699746,0.19865531383389087,0.2058056815577547,0.09022922942699746,0.19865531383389087,0.2058056815577547,0.19327946318969888,0.1334207703236413,0.350554195283279,0.15690714462225586,,
hybrid_dense_lexical_dw1.25_lw1.0,agglomerative,cosine,n_clusters=8;linkage=average,,,,5509.0,8.0,0.31984026139045196,0.0,0.10400077504880352,0.18307894520050072,0.18888072195211716,0.10400077504880352,0.18307894520050072,0.18888072195211716,0.10400077504880352,0.18307894520050072,0.18888072195211716,0.2072391940928131,0.13896334265495888,0.4074080243109342,0.1564840408613331,,
hybrid_dense_lexical_structural_dw1.0_lw0.25_sw0.1,agglomerative,cosine,n_clusters=10;linkage=average,,,,5509.0,10.0,0.3033218369940098,0.0,0.09480782354936432,0.1913927062292076,0.1986436416756838,0.09480782354936432,0.1913927062292076,0.1986436416756838,0.09480782354936432,0.1913927062292076,0.1986436416756838,0.1963126254171476,0.1364849473819617,0.3495261255559072,0.1556443238130013,,
hybrid_dense_lexical_structural_dw1.0_lw0.25_sw0.1,agglomerative,cosine,n_clusters=8;linkage=average,,,,5509.0,8.0,0.3490651660918497,0.0,0.09477341309957545,0.16818194544121448,0.17428615904713424,0.09477341309957545,0.16818194544121448,0.17428615904713424,0.09477341309957545,0.16818194544121448,0.17428615904713424,0.20015468138060136,0.13174624973682492,0.41633307608456266,0.14567088905601938,,
dense_bge_pca,agglomerative,cosine,n_clusters=8;linkage=average,,,,5509.0,8.0,0.36159012524959155,0.0,0.08210770116417772,0.17887349461842586,0.1847736317947142,0.08210770116417772,0.17887349461842586,0.1847736317947142,0.08210770116417772,0.17887349461842586,0.1847736317947142,0.1889614694517475,0.12525461010820968,0.3845517486438918,0.14439271111196653,,
hybrid_dense_lexical_dw0.75_lw0.25,agglomerative,cosine,n_clusters=8;linkage=average,,,,5509.0,8.0,0.31403158467961517,0.0,0.0733861543025094,0.18433806750808251,0.19033606092252675,0.0733861543025094,0.18433806750808251,0.19033606092252675,0.0733861543025094,0.18433806750808251,0.19033606092252675,0.18324531648754155,0.11905231535707439,0.39766773452667153,0.14311653832050933,,
hybrid_dense_lexical_dw1.25_lw1.0,kmeans,,n_clusters=6,,,,5509.0,6.0,0.28444363768379016,0.0,0.0843634389733089,0.17002594217414257,0.17426637686832533,0.0843634389733089,0.17002594217414257,0.17426637686832533,0.0843634389733089,0.17002594217414257,0.17426637686832533,0.19096255724162703,0.12967343219285893,0.36211188285742313,0.14107332579222795,6.0,
tfidf_char_svd,kmeans,,n_clusters=25,,,,5509.0,25.0,0.1544744962788165,0.0,0.06904636786609022,0.1956554526233855,0.21192188693396402,0.06904636786609022,0.1956554526233855,0.21192188693396402,0.06904636786609022,0.1956554526233855,0.21192188693396402,0.13715665108183833,0.13692933429251286,0.13738472386472786,0.14025680283436284,25.0,
dense_bge_pca,kmeans,,n_clusters=6,,,,5509.0,6.0,0.24741332365220547,0.0,0.08476576065199805,0.15695670131623937,0.16120520023184468,0.08476576065199805,0.15695670131623937,0.16120520023184468,0.08476576065199805,0.15695670131623937,0.16120520023184468,0.19014545455481424,0.13170783019221136,0.3417984835277505,0.13515145942777132,6.0,
hybrid_dense_lexical_structural_dw1.0_lw0.25_sw0.1,kmeans,,n_clusters=6,,,,5509.0,6.0,0.2524959157741877,0.0,0.08294647902519174,0.15729794620739426,0.16154683485796842,0.08294647902519174,0.15729794620739426,0.16154683485796842,0.08294647902519174,0.15729794620739426,0.16154683485796842,0.18860675400325433,0.13041019730583592,0.3406038498481492,0.13445159246417934,6.0,
hybrid_dense_lexical_dw0.75_lw0.25,kmeans,,n_clusters=6,,,,5509.0,6.0,0.2593937193683064,0.0,0.08151814368268294,0.1576841757782775,0.16195204525597334,0.08151814368268294,0.1576841757782775,0.16195204525597334,0.08151814368268294,0.1576841757782775,0.16195204525597334,0.18789893934876442,0.1290343872147804,0.34552488928123953,0.13406007744420662,6.0,
tfidf_char_svd,kmeans,,n_clusters=30,,,,5509.0,30.0,0.1470321292430568,0.0,0.06649230670011196,0.1829022193730627,0.20222748251657316,0.06649230670011196,0.1829022193730627,0.20222748251657316,0.06649230670011196,0.1829022193730627,0.20222748251657316,0.12774031899940927,0.14204042248129617,0.1160562097817457,0.13263307031367128,30.0,
tfidf_char_svd,kmeans,,n_clusters=20,,,,5509.0,20.0,0.22218188418950807,0.0,0.052533382077721937,0.1743751779018926,0.1882378792742457,0.052533382077721937,0.1743751779018926,0.1882378792742457,0.052533382077721937,0.1743751779018926,0.1882378792742457,0.13550585668220527,0.1146597033054611,0.16561638841233092,0.12479569135869759,20.0,
tfidf_char_svd,kmeans,,n_clusters=18,,,,5509.0,18.0,0.20802323470684334,0.0,0.05477182124066363,0.16335106174387629,0.17597041403039632,0.05477182124066363,0.16335106174387629,0.17597041403039632,0.05477182124066363,0.16335106174387629,0.17597041403039632,0.13709253744364272,0.11687342403909198,0.16577092274578825,0.12051286971730196,18.0,
tfidf_char_svd,kmeans,,n_clusters=15,,,,5509.0,15.0,0.2869849337447813,0.0,0.04634934260577183,0.16635290713233145,0.17712253500364394,0.04634934260577183,0.16635290713233145,0.17712253500364394,0.04634934260577183,0.16635290713233145,0.17712253500364394,0.1393265839805905,0.10557498103829073,0.20479963281902086,0.11932133475522692,15.0,
tfidf_char_svd,kmeans,,n_clusters=12,,,,5509.0,12.0,0.3205663459793066,0.0,0.031823295215079574,0.1441434002181135,0.15332529435463874,0.031823295215079574,0.1441434002181135,0.15332529435463874,0.031823295215079574,0.1441434002181135,0.15332529435463874,0.1340766402262934,0.09351740441788146,0.2367623298965638,0.10352232024206494,12.0,
tfidf_char_svd,kmeans,,n_clusters=10,,,,5509.0,10.0,0.32764567072063894,0.0,0.033771387212033314,0.13839701437241797,0.14613959539332097,0.033771387212033314,0.13839701437241797,0.14613959539332097,0.033771387212033314,0.13839701437241797,0.14613959539332097,0.1417094951226617,0.09602432731560327,0.27031756342847835,0.10268761691095617,10.0,
tfidf_char_svd,kmeans,,n_clusters=8,,,,5509.0,8.0,0.334361953167544,0.0,0.03350925659025168,0.12824172882142976,0.1344702316280901,0.03350925659025168,0.12824172882142976,0.1344702316280901,0.03350925659025168,0.12824172882142976,0.1344702316280901,0.14202169908107096,0.0944749495946474,0.285915352199477,0.09772302046459817,8.0,
tfidf_char_svd,kmeans,,n_clusters=6,,,,5509.0,6.0,0.3710292249047014,0.0,0.03613972086954011,0.10435666542892802,0.10910836199637863,0.03613972086954011,0.10435666542892802,0.10910836199637863,0.03613972086954011,0.10435666542892802,0.10910836199637863,0.15076740356778381,0.09651587819776015,0.3442960174559022,0.08914382055929906,6.0,
tfidf_word_svd,kmeans,,n_clusters=18,,,,5509.0,18.0,0.19204937375204212,0.0,0.02589726164337246,0.07591125436214342,0.08947764247493091,0.02589726164337246,0.07591125436214342,0.08947764247493091,0.02589726164337246,0.07591125436214342,0.08947764247493091,0.10106305246952389,0.09341794221360077,0.11007101176496716,0.06553345047807793,18.0,
tfidf_word_svd,kmeans,,n_clusters=20,,,,5509.0,20.0,0.2107460519150481,0.0,0.022049852993680768,0.060865358431157625,0.07608639331495287,0.022049852993680768,0.060865358431157625,0.07608639331495287,0.022049852993680768,0.060865358431157625,0.07608639331495287,0.09698401641658978,0.0901986657986346,0.1048732911001179,0.05720642919639193,20.0,
tfidf_word_svd,kmeans,,n_clusters=25,,,,5509.0,25.0,0.14902886186240696,0.0,0.02049069017804235,0.05521078649374263,0.07375181821523599,0.02049069017804235,0.05521078649374263,0.07375181821523599,0.02049069017804235,0.05521078649374263,0.07375181821523599,0.08287151557344981,0.09307877546501328,0.0746817240479482,0.0522016220206602,25.0,
