feature_set,method,metric,params,k,resolution,seed,rows,cluster_count,largest_cluster_share,noise_share,ari_all,ami_all,v_measure_all,ari_excluding_other,ami_excluding_other,v_measure_excluding_other,ari_single_clear,ami_single_clear,v_measure_single_clear,pairwise_f1_all,pairwise_precision_all,pairwise_recall_all,balanced_score,n_clusters,error,final_rows,final_cluster_count,final_largest_cluster_share,delta_ari_vs_old_leiden,delta_v_measure_vs_old_leiden,delta_pairwise_f1_vs_old_leiden
hybrid_dense_lexical_dw0.75_lw0.25,leiden,cosine,k=75;resolution=2.0;seed=7,75.0,2.0,7.0,5509.0,20.0,0.1290615356689054,0.0,0.2768398283612387,0.3771557986073597,0.3870974267318268,0.2768398283612387,0.3771557986073597,0.3870974267318268,0.2768398283612387,0.3771557986073597,0.3870974267318268,0.3388263088979487,0.3518516488608496,0.3267309233380156,0.32302272669239,,,5509,20,0.12906153566890544,0.08016722645695878,0.07620267495549282,0.05421039617026624
