method,feature_set,k,resolution,seed,cluster_label_column,cluster_count,largest_cluster_share,silhouette_cosine,calinski_harabasz,davies_bouldin,modularity,modularity_note,graph_k,graph_metric,feature_space
leiden,hybrid_dense_lexical_dw0.75_lw0.25,75,2.0,7,cluster_final,20,0.12906153566890544,0.04908541217446327,42.69252292953141,4.488750993280183,0.44783703820105036,,75,cosine,hybrid BGE/PCA + lexical TF-IDF/SVD
