cluster_final,tag,count,share_of_cluster,cluster_size
2,Шерлок Холмс,1,0.0019157088122605363,522
2,наркотики,1,0.0019157088122605363,522
2,британские ученые,1,0.0019157088122605363,522
2,кредиты,1,0.0019157088122605363,522
2,Абрамович,1,0.0019157088122605363,522
2,школа,1,0.0019157088122605363,522
2,гаи,1,0.0019157088122605363,522
2,твиттер,1,0.0019157088122605363,522
2,apple,1,0.0019157088122605363,522
2,армянское радио,1,0.0019157088122605363,522
2,Каренина,1,0.0019157088122605363,522
2,кризис,1,0.0019157088122605363,522
2,Москва,1,0.0019157088122605363,522
2,почта,1,0.0019157088122605363,522
2,веган,1,0.0019157088122605363,522
2,фсб,1,0.0019157088122605363,522
2,армия,1,0.0019157088122605363,522
2,спорт,1,0.0019157088122605363,522
2,реклама,1,0.0019157088122605363,522
2,собаки,1,0.0019157088122605363,522
2,Рабинович,1,0.0019157088122605363,522
2,14 февраля,1,0.0019157088122605363,522
2,врачи,1,0.0019157088122605363,522
2,новогодний,1,0.0019157088122605363,522
2,8 марта,1,0.0019157088122605363,522
2,Пушкин,1,0.0019157088122605363,522
2,Путин,1,0.0019157088122605363,522
2,погода,1,0.0019157088122605363,522
2,мультфильмы,1,0.0019157088122605363,522
3,о жизни,124,0.2713347921225383,457
3,работа,55,0.12035010940919037,457
3,интернет,34,0.07439824945295405,457
3,деньги,33,0.07221006564551423,457
3,политика,16,0.0350109409190372,457
3,отдых,15,0.03282275711159737,457
3,девушки,15,0.03282275711159737,457
3,тв,13,0.028446389496717725,457
3,мужчины,13,0.028446389496717725,457
3,коронавирус,13,0.028446389496717725,457
3,налоги,11,0.024070021881838075,457
3,приметы,8,0.0175054704595186,457
3,погода,7,0.015317286652078774,457
3,кризис,6,0.01312910284463895,457
3,муж и жена,6,0.01312910284463895,457
3,юмор,5,0.010940919037199124,457
3,цитаты,5,0.010940919037199124,457
3,коррупция,5,0.010940919037199124,457
3,русский язык,5,0.010940919037199124,457
3,пенсионеры,5,0.010940919037199124,457
3,мобильный,4,0.0087527352297593,457
3,наркотики,4,0.0087527352297593,457
3,демократия,4,0.0087527352297593,457
3,врачи,4,0.0087527352297593,457
3,спорт,4,0.0087527352297593,457
3,секс,4,0.0087527352297593,457
3,ии,3,0.006564551422319475,457
3,сигареты,3,0.006564551422319475,457
3,реклама,3,0.006564551422319475,457
3,диета,3,0.006564551422319475,457
3,кино,3,0.006564551422319475,457
3,пошлые,3,0.006564551422319475,457
3,звёзды,3,0.006564551422319475,457
3,водка,3,0.006564551422319475,457
3,новогодний,3,0.006564551422319475,457
3,кредиты,3,0.006564551422319475,457
3,студент,2,0.00437636761487965,457
3,бесплатное,2,0.00437636761487965,457
3,конец света,2,0.00437636761487965,457
3,метро,2,0.00437636761487965,457
3,трамвай,2,0.00437636761487965,457
3,пожарный,2,0.00437636761487965,457
3,тёща,2,0.00437636761487965,457
3,лифт,2,0.00437636761487965,457
3,школа,2,0.00437636761487965,457
3,Вконтакте,2,0.00437636761487965,457
3,дети,2,0.00437636761487965,457
3,Карлсон,1,0.002188183807439825,457
3,парашют,1,0.002188183807439825,457
3,1 апреля,1,0.002188183807439825,457
3,инструкции,1,0.002188183807439825,457
3,тараканы,1,0.002188183807439825,457
3,apple,1,0.002188183807439825,457
3,милиция,1,0.002188183807439825,457
3,геи,1,0.002188183807439825,457
3,автобус,1,0.002188183807439825,457
3,поезд,1,0.002188183807439825,457
3,блондинки,1,0.002188183807439825,457
3,любовь,1,0.002188183807439825,457
3,троллейбус,1,0.002188183807439825,457
3,23 февраля,1,0.002188183807439825,457
3,гаи,1,0.002188183807439825,457
3,свадьба,1,0.002188183807439825,457
3,космос,1,0.002188183807439825,457
3,14 февраля,1,0.002188183807439825,457
3,соседи,1,0.002188183807439825,457
3,Одесса,1,0.002188183807439825,457
3,Трамп,1,0.002188183807439825,457
3,Навальный,1,0.002188183807439825,457
3,программист,1,0.002188183807439825,457
3,авто,1,0.002188183807439825,457
3,новые русские,1,0.002188183807439825,457
3,сбербанк,1,0.002188183807439825,457
3,объявления,1,0.002188183807439825,457
3,война,1,0.002188183807439825,457
3,сантехник,1,0.002188183807439825,457
3,армия,1,0.002188183807439825,457
3,Москва,1,0.002188183807439825,457
3,жкх,1,0.002188183807439825,457
3,пиво,1,0.002188183807439825,457
4,авто,83,0.2299168975069252,361
4,объявления,37,0.10249307479224377,361
4,реклама,29,0.08033240997229917,361
4,гаи,20,0.055401662049861494,361
4,Москва,19,0.05263157894736842,361
