text_norm_hash,kept_id,duplicate_id,kept_year,duplicate_year,text_preview
91e2e259465a395d1d88ec73fcea6ec72a7c2686f008dfc6f9fcf63c44885973,-9981364,-9963800,2002,2002,"- Владимир Владимирович, почему вы не хотите перенести столицу в Петербург? - Знаете, хорошо иметь домик в деревне..."
