feature_set,method,params,rows,cluster_count,largest_cluster_share,noise_share,ari_all,ami_all,v_measure_all,ari_excluding_other,ami_excluding_other,v_measure_excluding_other,ari_single_clear,ami_single_clear,v_measure_single_clear,pairwise_f1_all,pairwise_precision_all,pairwise_recall_all,balanced_score
hybrid_dense_lexical_structural_dw1.25_lw0.25_sw0.5,minibatch_kmeans_ablation,dense=1.25;lexical=0.25;structural=0.5,5509,12,0.12579415501905972,0.0,0.060622534781950004,0.11901110172109733,0.12761709714832506,0.060622534781950004,0.11901110172109733,0.12761709714832506,0.060622534781950004,0.11901110172109733,0.12761709714832506,0.13960264760555574,0.12457115722383615,0.1587595057122182,0.10181378458699689
hybrid_dense_lexical_structural_dw0.75_lw1.0_sw0.5,minibatch_kmeans_ablation,dense=0.75;lexical=1.0;structural=0.5,5509,12,0.13196587402432383,0.0,0.052977045866019944,0.1231999842110315,0.1318510044134031,0.052977045866019944,0.1231999842110315,0.1318510044134031,0.052977045866019944,0.1231999842110315,0.1318510044134031,0.13300192247277817,0.11606568321621266,0.15572526571577158,0.1000962461999187
hybrid_dense_lexical_structural_dw0.5_lw1.25_sw0.1,minibatch_kmeans_ablation,dense=0.5;lexical=1.25;structural=0.1,5509,12,0.31040116173534216,0.0,0.04611353281318594,0.12251687750918305,0.1315825111716918,0.04611353281318594,0.12251687750918305,0.1315825111716918,0.04611353281318594,0.12251687750918305,0.1315825111716918,0.14278279489472787,0.10525807507973897,0.22188539289660264,0.09978962211766092
hybrid_dense_lexical_structural_dw0.5_lw0.25_sw0.25,minibatch_kmeans_ablation,dense=0.5;lexical=0.25;structural=0.25,5509,12,0.11617353421673625,0.0,0.058216555537833434,0.11509663404367433,0.12371722557152447,0.058216555537833434,0.11509663404367433,0.12371722557152447,0.058216555537833434,0.11509663404367433,0.12371722557152447,0.13544094151700478,0.1220925265106009,0.15206641089846445,0.09850178816636697
hybrid_dense_lexical_structural_dw1.0_lw0.5_sw0.5,minibatch_kmeans_ablation,dense=1.0;lexical=0.5;structural=0.5,5509,12,0.11617353421673625,0.0,0.058216555537833434,0.11509663404367433,0.12371722557152447,0.058216555537833434,0.11509663404367433,0.12371722557152447,0.058216555537833434,0.11509663404367433,0.12371722557152447,0.13544094151700478,0.1220925265106009,0.15206641089846445,0.09850178816636697
hybrid_dense_lexical_dw0.5_lw1.0,minibatch_kmeans_ablation,dense=0.5;lexical=1.0,5509,12,0.27210019967326193,0.0,0.046670708358730155,0.11983864435882026,0.12883409953667344,0.046670708358730155,0.11983864435882026,0.12883409953667344,0.046670708358730155,0.11983864435882026,0.12883409953667344,0.1395174524902061,0.10597998040610956,0.20410746706197844,0.09808095676159269
hybrid_dense_lexical_structural_dw0.5_lw1.0_sw0.25,minibatch_kmeans_ablation,dense=0.5;lexical=1.0;structural=0.25,5509,12,0.16373207478671264,0.0,0.05030616317056013,0.10589773548167249,0.11489312023675897,0.05030616317056013,0.10589773548167249,0.11489312023675897,0.05030616317056013,0.10589773548167249,0.11489312023675897,0.13730693720648293,0.11142633947231119,0.1788471183510909,0.09245606354798887
hybrid_dense_lexical_structural_dw0.75_lw1.25_sw0.5,minibatch_kmeans_ablation,dense=0.75;lexical=1.25;structural=0.5,5509,12,0.12561263387184607,0.0,0.048684130668225176,0.10365842075709394,0.11247228356750374,0.048684130668225176,0.10365842075709394,0.11247228356750374,0.048684130668225176,0.10365842075709394,0.11247228356750374,0.12890760725669811,0.11300102875208748,0.1500260024836536,0.0892365156951019
hybrid_dense_lexical_structural_dw0.5_lw1.25_sw0.25,minibatch_kmeans_ablation,dense=0.5;lexical=1.25;structural=0.25,5509,12,0.2323470684334725,0.0,0.04274408819411383,0.10468800750442744,0.11385661145188886,0.04274408819411383,0.10468800750442744,0.11385661145188886,0.04274408819411383,0.10468800750442744,0.11385661145188886,0.13489052302470655,0.10363231950112703,0.1931494097158604,0.08920308542703316
hybrid_dense_lexical_structural_dw0.5_lw1.25_sw0.5,minibatch_kmeans_ablation,dense=0.5;lexical=1.25;structural=0.5,5509,12,0.15647122889816664,0.0,0.03809154311946841,0.10537957717969086,0.11431800613188346,0.03809154311946841,0.10537957717969086,0.11431800613188346,0.03809154311946841,0.10537957717969086,0.11431800613188346,0.12215225083222919,0.10248118348035667,0.1511688162670057,0.08551333007119541
hybrid_dense_lexical_structural_dw0.75_lw0.5_sw0.5,minibatch_kmeans_ablation,dense=0.75;lexical=0.5;structural=0.5,5509,12,0.1149028861862407,0.0,0.04597749725715127,0.09864414740702135,0.10742999569619145,0.04597749725715127,0.09864414740702135,0.10742999569619145,0.04597749725715127,0.09864414740702135,0.10742999569619145,0.12341315258072368,0.11103541125733266,0.13889675440885527,0.08506220809874225
hybrid_dense_lexical_structural_dw0.75_lw0.75_sw0.5,minibatch_kmeans_ablation,dense=0.75;lexical=0.75;structural=0.5,5509,12,0.12670176075512798,0.0,0.042703758762109405,0.08732328593283842,0.09626866003119422,0.042703758762109405,0.08732328593283842,0.09626866003119422,0.042703758762109405,0.08732328593283842,0.09626866003119422,0.12292613718620611,0.1087042798069414,0.1414294518380332,0.07892817726024029
hybrid_dense_lexical_structural_dw0.75_lw0.25_sw0.5,minibatch_kmeans_ablation,dense=0.75;lexical=0.25;structural=0.5,5509,12,0.1167180976583772,0.0,0.04590841121227157,0.08430147807979861,0.09319275190779669,0.04590841121227157,0.08430147807979861,0.09319275190779669,0.04590841121227157,0.08430147807979861,0.09319275190779669,0.12371140040474414,0.11261540377462795,0.13723296559714102,0.0786732870375392
hybrid_dense_lexical_structural_dw0.5_lw1.0_sw0.5,minibatch_kmeans_ablation,dense=0.5;lexical=1.0;structural=0.5,5509,12,0.14376474859321112,0.0,0.03500073071176118,0.08019425867361951,0.08921394015363557,0.03500073071176118,0.08019425867361951,0.08921394015363557,0.03500073071176118,0.08019425867361951,0.08921394015363557,0.11484831170222848,0.10111702932862067,0.1328948999968538,0.07181221832710685
hybrid_dense_lexical_structural_dw0.5_lw0.75_sw0.5,minibatch_kmeans_ablation,dense=0.5;lexical=0.75;structural=0.5,5509,12,0.1397712833545108,0.0,0.030350370511539555,0.05700376135961409,0.0661796560617461,0.030350370511539555,0.05700376135961409,0.0661796560617461,0.030350370511539555,0.05700376135961409,0.0661796560617461,0.10857187844823357,0.09789021068162138,0.12187021706984397,0.05876515313046792
tfidf_word_svd,minibatch_kmeans_ablation,n_clusters=12,5509,12,0.1646396805227809,0.0,0.021584745370482668,0.0542146711025197,0.06361568968592676,0.021584745370482668,0.0542146711025197,0.06361568968592676,0.021584745370482668,0.0542146711025197,0.06361568968592676,0.10449052492238696,0.08808221090982951,0.12841155361601087,0.054120385237607815
hybrid_dense_lexical_structural_dw0.5_lw0.5_sw0.5,minibatch_kmeans_ablation,dense=0.5;lexical=0.5;structural=0.5,5509,12,0.11036485750589944,0.0,0.022834119392275806,0.0496237153188304,0.058851257734387284,0.022834119392275806,0.0496237153188304,0.058851257734387284,0.022834119392275806,0.0496237153188304,0.058851257734387284,0.09998408282612137,0.09113882594870427,0.11073079008685385,0.05148460988026991
hybrid_dense_lexical_structural_dw0.5_lw0.25_sw0.5,minibatch_kmeans_ablation,dense=0.5;lexical=0.25;structural=0.5,5509,12,0.14812125612633872,0.0,0.014349624577435513,0.03953224226551274,0.0489483889635332,0.014349624577435513,0.03953224226551274,0.0489483889635332,0.014349624577435513,0.03953224226551274,0.0489483889635332,0.09503946503179256,0.08373798818654676,0.10986743360113116,0.04345632607357501
structural_features,minibatch_kmeans_ablation,n_clusters=12,5509,12,0.263750226901434,0.0,0.011218390544509087,0.03565111763179978,0.045351171048732576,0.011218390544509087,0.03565111763179978,0.045351171048732576,0.011218390544509087,0.03565111763179978,0.045351171048732576,0.10150747415509882,0.07996757322788596,0.138929141844011,0.0421350282829156
