id,text_norm_hash
-502400005,44186bedcfcbf70d2cdba592495cb7bb5dc06c21c5e01e6459e21828caae686a
-502400008,3d6f7b678537911a826366b24006639e75c416fac54909d15dacd26dcfd062d2
-502400015,fd2a2fc98700cb64e1cfeb6b6d1644d764c716f0e82713ce7dd2e2fe02852c8e
-502400019,7b11ecb2f5ca08fd3bbff39a4067f45041a25eee2b8a9a3da2a6424f2c962efc
-502300006,e63d49b587eba69af89f3c648a12b6b23206aace595359a5ed002f5a15f7a2b6
-512800002,0384d5e37dbdce8600adb6611ffe6924dd804b38906d91900861180485021500
-512700007,097c8fb2c4423fb7a37e4d3e34e8daf6135323737dca82e395308db70a53ac13
-512700020,0afaf2c9434e9ff1b70e88cefc89230bcd093b5636470b0a877e7cdabd4b5c8f
-523100006,2956aba45c96e76bad2632b72a05ddc0d611d7975593996ad9e9c4a2709fd0ff
-523100008,4d381d755dfadbe269477477d30c0dcf35baa198c48df8d200b31b2a372eedca
-523000002,bd8cde891be6968d5ef5e4fecba237d4f9c68668f79274587e58023fddb8c595
-522900001,42932c4ddd854acbb5e9c5ff5c450d7c4bb95a043ff2b4d6d72ae87558950d36
-522700002,99e7a351bf81386c34fe1f696da295dec5bc1150e3fc123f732a84c35c035aa8
-522700006,0f7bd191f25c71e103e02b0b562e3f4259fd3a5c0b6e750638b3033a57e3ad15
-522600002,00dd06407b866d3581aadf202682a2f42eb0a9eebb54e56a2c71ea96fea73fd5
14784,4a7ec4143c317c5fbd579532ba619f2af5bd82161ccf86748bfbb53421a28838
13722,d4297cd74aabe226d002ca2d3728c915a160985bbad45ec97d5789402fd92224
15490,bd11b5128f45ff889eb369539b7afbd28c270ff6df12cfbebb3f67dea480cfac
12065,7d57eb69ac30cb69ec4b34bb3e90e0a8a2a36971c3b77504eafe9fd22fd9862f
14073,7e57751ccde04f5829e23cd84f46ee9a0bf8bcc2ea63af552bf66952a83382b1
13012,c9e19f9c8dad84e77081daeb1951fa21d17d900942b467147347d09c7e9ff5a4
12660,588b5d3a09974b73a6e1818545c7d5c6cddece3380f3751b40ada81ecf7448f2
12064,23280b8383b53e14b54e73b60bf4bbd8d884d47350b3b3b7eb77a04b05c3faad
15488,d8a49caf7a819a8c6585e61ffdc869bbc9e5fa35dc76af4c82d2780134e31250
15134,83914b54037dfd3b40fad107f99ee9b03d6fcb5ebb83946d0098efc945e71dad
15133,3a7c6d18d7e8c5aa86d28f3c362ff5e9f663203a0da06664898534dfe82e7ff9
14779,930a79b1eaef0acaf27243777962c7ae864ed21298e7541289f45ef5774ae15d
13396,f7a3549aa85f754e0a44b383ce7310bcb8b4fefe25c2a4eccab2cea3341ab19a
13043,6f6aee37c802a60acf724f70afbcd58fac0c88d83e7c45b39c61dbaf0cab4989
12340,e8b43d5b5a57a0398bb43c8cd8b043d5813c3a5b97e28b37996af9c54207bb8d
11207,4fa2804eacc285f824ef2b8f90988513af08a584f7c4550a1ce4c204840b6144
15164,6fcaf82f2211965c12d76a894d2aad397a22c0bd00a28a1b1244027d854f7095
14455,ea8d86c4ea67e39918dbe2d1e8b317137c74847eb4a71c20debc76dbacea40b0
14100,31b6cd94556a651ae956bd09d74208779b001f4e521cae4a9b68bc6d818ad619
15197,794511fd5a666f1620d23ad98b7000badae24a06515e908d5d23fb6683c9073f
14135,12bfaa31ce39b3af315ac32677e5e07376e30928cbf0aaaa7a3d7238fa4a8e7d
11277,231fdfeb813a8ccee7a88d032996302c81d8f969039fbfab8463e99b89a79a25
15195,a9d25179e9fdf0e4b1a65e4e1a51402c5368d11500cc2db4b5777445870c831c
11983,586032914da1cedd8c122fc0f637edf5b8cb2ba0d44ecbb7958def5192dfa0ef
14840,0bc9bb76364bb2fda80da407e00a8c4aae78f725ffa95567e4f85905972e33d0
13778,94593cc8376d4624907857e939f2b33b61a94b54398e4ad68394ad3ccc850869
14839,46c194aa596bc2a67ab04b2b6249bc28ad06703b77dbbff90ec0f3f32bd036ce
15581,0c03a7bf63afcbcba85e0924716d7000fb2bca1ccecead206979acb8f104be50
15227,61869d0086918578d1d952ff04cec2c2635579a99c3a7dd553bf198a372f5ea4
14873,f2c04fa09a4f79c71a4d28135297e8c42fecd9d15332a3c57935996d4ab497a8
14519,8654368f90cd686a1d7ab38c36c658a839fe6ef474a58890d3cc1bfd196d75ae
14165,6b6e2e943a530f2e5e10137599c264b7c772f75c3209748f4cfbc0f3978a73bf
13457,9f3d4b817d8e1aa49c438657541e93de09b3bf282768e1fb48527e5cfb3a912e
13104,d69599bd5cf74be0ab899b9e3a9c7f4705b9329b064bde3431fa33fd20ac6310
12751,17e6ed72081fa0caddd90ee7ff4bedbf8692c2466146722bae901297f242bf0f
15580,73e0a3eb2a197a181f883057fa1004897a7f38eb984d37ebc95153c799ac8580
13810,22b3c43813e80900bdbdd3f2f1c1bc7612e92dd77a6727b123fa664a348f4122
13456,4fe6108b5fa1a429020ff15361c6a9cdbc6709ceef4c4e7f7ce228f447029c30
13103,e816ff87b28238c50f3cd29b943cf49841a158220d97110ce7fbe2e16c7d6c4c
12750,0ec0d8987e0bda86296b8fd3b665dc4c9ee1795176c471afd47e2795915752d8
14517,25abd462d8fe7aa7cfe890bb7e94371670e6d2b359c8b69cdc2ea8b21a2e9f6c
15578,c86183a7782ded42a56242669cb3b4a533625b8e7c33571cbcd3e5f399a0019b
13454,bdf2c475eece04b56ae7edcafd3031099e70604e214ac44d498e97549c0a0d10
12748,3a71496809a33b491834bd6c8d5809cf9533bef8ab7cb77da22ddfc1e1be1125
12747,5432708537c7141004baf4daf1ea331f9c1969f50026c34ff2dd04dd5fa74921
12396,b515e4ed6280bdd3e9d8df63a00de44521b4a8d4e03ac9529f9cd15bff5357df
14514,d28793f4dbd9373e089a7b1469f2a2be99dbf7ab93123bb90c0ea11100a246e1
12746,d9b818c9f34dd8b26012a8ea4b6501302bf5bc2dcec5da7ee4b3b5a5582dbab7
12771,55c3b21c6cbb9938e9b41d093b0562bcf4bb080a297998f618763fd2ad62a8ec
14184,556458bf18f823f1f718aaf36ec040c00c19ece067c3faf10b86fb85d85ef860
14890,702fa36f4ea26527cacf1289f08e6b6fe16a629c3af34f652ad260e4fc2fcb1e
14889,f840b9d4e13eeb91b4240c09b8b5f27c8a0a88bcc0677cb0e2184446102afbb8
13473,a06d1e9d68defa11174f4ad1b6d09a6ca2be56cc5894daf88718cd46b04fff97
15595,f5e613053d86e856ccebfaad6a0ee2f198f373d43909b04007c91d6fe8f500ad
15241,24ac8788ff669114c94bf5fe583a6360f7e9a18277abf6c59b197ecf0d8a6eab
15594,4181135e64d76e8dc2519e623c4ed116db62fdf1f33161ae4f22af2e7b4ff877
15240,55b0cd1145127b2636b40d5e9a5ff501654da5ce52179d3ee712750ddc9b2b41
13822,91f8d2dc0548ce06267434c0b540fcbef3b3f1210c57ff883e5b5ea2e509e502
15631,069f7e8b25babd4830d82b0ca9e014e69886abb67e131d9b55e85aead759839c
13861,ed964eb62ad78780e2ddee39d11d74a75575d4f271c909a524031601ea04837b
13860,a8b1764515d88dc5401693f5460f712de5e1333768e8d7eedeb100da13ee6e07
13505,857a4de32dffe522f566b414c00a842ac2925bf06edfd9cf67592f4c6554022f
13152,e41505148314a6c7fc44650e7f530e7e4e5bdfd7ff6c8dd3c92a07688419d37c
12799,171b95193fdef99bd186fb943468e38d5b67edd143bb0fd4f15127b27b286b2e
15628,afd754297d3cd179c26127d03c0426d5957f24c62f8615af1c1e7a2dd47ab70b
12445,6ac2f8bee7823ac306eccd2ec43e1fbda140ba5f59fa38403259f82b59d50939
14561,8d5d7925dcd4dbd3200c83579b731273602cdc82db23332657b417dfab604889
14560,8b863cc8288d1213437f8e2584461d4425a8e782c13c44907b50223ea4c591a7
13538,17184df29d16951919f2282d1cbdf2141613968a230c7964c57f94e1a3e3b554
15658,24557139ac68192a49802169a77e3212d0c1377fed855c7221b338773c70ef77
15304,c6b4c6a8071b73b7991ca96cdf7954bb22d24de8f2d7d2c5ab822940721ea076
14950,80f759f880cfc2a834d273150cc7b34c7c505ea57786201100d07a47839852fc
15302,541be0d836b360d56377b87cb3136b49587ae2754fddf2f81bfb459b6858c51f
14593,20d615ffef4584d80299b0dd9285e5922b0cecc1841e320cc602a561750bddfe
14238,68ba0eb37bfeb96bc7edbf97674535b6b839f73b353d0ff8ac5199dd0b30ed62
14591,bc5e2a09a5500bdda235b9c0f6a00cd5f34495c45f11f5db55a55f231e98dc49
13883,44171fb16bcf7616c9c4893a09dba1ef735a49544ce5ff783004c802965e4696
11298,602289c18f157c80ea5099dde6a3aae17026cd0133db6d44f953d99644b5e518
13240,b22f19b8a3d5b0f158dedd1eb0ed2dd51c666386149e286fe2f5fd916ba511ab
15754,4237100def799e3e79276d88f73f2c54ef1480513ec12831ee8f08e8faeee8a8
12924,e5bdca6a497ce0975dba7d7b80d1465f19e21aa319bc274a9876be301dd0db2f
12572,b1b85e0decb69567669712db8b05be2e592481d7c4791903869b92d9d01fbe6f
14688,0f5ee7b1b985efcfbac5200d98208dbe6206a9e5fd481492d6a159c37c0b39cf
11396,9c7aebf437c9155506ab5ab27d2f257a126199dc69b243a873db1e7c2789976a
13624,cafa81c3b3eff6d3b2e5bbed1739a26c55ab23cf9a73188c75e5bd98ae56c7fe
12567,4c0a723c9b12098d02ce128cb8066fd2a57d85bb366bbac7aacf1fcb82b3cb9a
12033,2172bb41a3b2f171240f5989af842e5b8197e0d9f1c57dc8f8d941debe462763
11177,768f1c4994eba3ed8c74467435c0ba8262afeb7e1937a4e69dbebcf0b92473ad
10629,415c56d2e345399830c5acd94c08ab21dd47b480d8d25a443ecbe44afa2cfed2
10473,4c00448b01fd155023612c17a7da21325f79e4fb58e1a19337bf7c79a2f1c77e
15075,e543f7d8caa1061409897442ddcecf43cb1bf32c01833755cfdb5188cc4589c1
12153,6ec6e54864dbfbadfee965bd505dd278f3cf3d24fe33ffdf2aa0a614830d0238
11078,c7a74e810fb27960ffee6db8b3894b42332aaabdfc175ccbb72a111f8cccd1c0
10794,b427df73aae8699602bfa7cf7f8f1a5728532c30fb23b9152518b4600e82db09
10444,c0dc5f07550d19469f6ca47470eb984850d08f6e71ff31c3b9c5acd79c19ed0a
15461,5a4cec9b5096214921a0249ea0d1f7eb7d91597e913980509555e3fc392d915e
12985,85dbb830f35fec9c232949937a99224c8fd74bec163b0def3dd586a170b49d17
12634,03709db77a8f567f3fa63b6bf3373ad8ba8d193bd12b151a46b701dd955222ce
14398,47a048750394e4d1b92b079cda1086db81e4bb8aee3380c5f58f78984de809b7
13690,e16dcf3b2f5c325473304d03b847b51b187a04ee63ed4f2a89dcd581ffc0022c
15813,0ae07a36774580da5c4d5b3191b1f78a35168fecfd29bf80f41435f461e566cf
15459,a8b88027067f1491f437d645687afd89226a81cb3053b1813f9177a701f8bdea
14043,f1e8a60c7e599cd7790bc602f49e3b690bae7922eaffdb5991154d22339cac54
15104,dc8d85f8452f7a00541187d67e27a0574be69335989fb5ee260e9ad05490b2c1
14396,800503dd45f15baae6fb30ac0cbd560a8ff69e8de4b8fa8a9e17589f4cee1a74
12038,800c6e9215449de94194c95c2926b923a96dbba8842cc5044ac044b9d4fb2ac1
11241,3121b4a08af4ce371d95f58d375edc96a43e0f134977f9e1acecf2304e2d7539
10893,4155c0fff80af27459d1879dca685d5c112040dc119b42a339dc985ccf6b2ca4
10772,c7d06e08c74013ad0834187f5f36f4b534e150cb5c03511326938a5480f305e4
15810,ab4fe8250a2b55ded9112ac3cdefbbf4c82b7f35e29f0b0008d588858ed1bdb6
-13100006,49749decdc1401b7d09724b4a6581c3e21a4cc01d340ff653c69888f707c62b0
-13100010,e9ca506ee843813bfe41235d5929a51b745ff0a0498764377463769801b6e4a5
-12900015,ed2f9d38bc9225ee941274a576c13ace7056d1a3996a875e6665125167ac6e1c
-12700002,615d904af5632e99e6ded381ac713068fca4193b4ec163a2616ea863718fe2a8
-12600006,6fa68072c5c97ee365d71a851cb939c499bb2eaa02ed388fe13a0eb2d143e950
-12400001,3268c2f490b9eb472c94f3f5499e01bdc50273ce5c446fc7628eec601216fae0
-12200002,76b2e6cbec76c7cbd6acb0cd1c761be1b7a5583a7d952be90ac6c5ec25090c0d
-12200005,534619b4e301595d5f6344f17204d8ca444d31296501e21af78a9780e32a3999
-22800002,edd3b72162d4edfe86057e64b1c16901e6392f61af143a2f9391587462e336b7
-22800010,307cde5bf08021f006494a26ba663457ec15c683a299e9beff7823eaf0e6e3cd
-22800023,f38bd4c1deda45689e17703b30ffa19446a9200a6c01f8be3bcabde987af1dc4
-22700005,02ec452de50f7c8ef850268a2a0598c030c5131be5b188535aa855a48bac36b2
-22500006,f297b383704f2ba66ade93087e4b8a690242affcd46ed30f79847edd213da32e
-22500007,c75282357c6a15870771b69387d516f735b4c9d756ae877742ae2ca214e4cf6f
-22400006,0b6833978183f0960f5048ea690d3c99ffb2519058594dde0eb7ea4772e90f8d
-22300010,6af2b711c097659ccfe61700aec41826c5718b7bfe91dac8a776ef88437adb8e
-22200004,447c7f8eb9045de63b5ed300a60c15ca47bb8bf0d2a81d40e63c4a3a0e8ad0d0
-22100002,60cea967182b38d295c2ab2ba4c16952b9bb6259735c84a106518d957421a43e
-33100004,11549e2918e7506dcc821fb37a22b296123c439e9bab6672879d3abaa7aa2d77
-33100005,1e956f6d71da5e58ba7a1f25855d41f521604d81001bb108dc5f432ec2bd756a
-32900001,7a92e2504d3a5d559cbdbfde3ec8d523a37049824b2a93a0ddcd06c03700ceb5
-32800015,10ef9adae07ba34e89a016a45cc39e62f8b9cc6a4ccd90ebdc6dcfcacfd86680
-32800016,e048a6e290bcce20ad29b5a77ff7369b4a70f7f3eb83b30266ba5b8269b710af
-32800020,cd37b7858a859cff55edb866a46ef95bfa41c59e2c78f44d25fa15b44327b861
-32800025,d494cc6f09cbd59d7aa04ee21dbba4b9ce97827000ffe24be2c465c0e2274ccc
-32800032,66ba76a9d757a2247fd5232ee4a822987585f9bca131c503440ddd381e806ed0
-32800035,8be2a3188b73e841485207e95e76e3ab6d982a28e5283bbdba904b6e39b16ef0
-32800043,0a3625e20c683b15d37b479336f80a28c862394bfa6d53f87f2e2a772fd8aa94
-42600007,19acc761f8f55a6b956f7ddc0c71ddac3225ea631068a3612251f32d64058aeb
-42500010,b19a9cf8deb7263f72ffa66d3a9ad984a378f76540965365f28832e0f9c25a8f
-42500015,4cec55e40f761e65b7e29aa7988e7bf219417d2604125bee1f365496b3a1f683
-42500028,1340544e3eb1a4a1f77145e46b254db30fea995f114a4a257f5fad68b4928049
-42500029,44dbe81cc463382f0718ff2ec222207ea33a4c6ccce42c45f46e2a68fa95f7eb
